bab_id,class_id,subject_id,bab_name,description
BI204,2,IP001,Bab 5: Perubahan Benda,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI205,2,IP001,Bab 6: Energi,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI206,2,IP001,Bab 7: Peristiwa Alam,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI300,3,IP001,Bab 1: Ciri-Ciri dan Kebutuhan Mahluk Hidup,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI301,3,IP001,Bab 2: Penggolongan Mahluk Hidup,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI302,3,IP001,Bab 3: Perubahan Pada Mahluk Hidup,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI303,3,IP001,Bab 4: Kondisi Lingkungan Sekitar Kita,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI304,3,IP001,Bab 5: Benda dan Sifatnya,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI305,3,IP001,Bab 6: Gerak Benda,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI306,3,IP001,Bab 7: Macam-Macam Energi dan Sumbernya,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI307,3,IP001,Bab 8: Menerapkan Konsep Energi Gerak,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI308,3,IP001,Bab 9: Permukaan Bumi,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI309,3,IP001,Bab 10: Cuaca,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI310,3,IP001,Bab 11: Sumber Daya Alam,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI400,4,IP001,Bab 1: Rangka dan Panca Indera Manusia,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI401,4,IP001,Bab 2: Struktur dan Fungsi Bagian Tumbuhan,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI402,4,IP001,Bab 3: Penggolongan Hewan,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI403,4,IP001,Bab 4: Daur Hidup Hewan,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI404,4,IP001,Bab 5: Mahluk Hidup dan Lingkungannya,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI405,4,IP001,Bab 6: Sifat dan Perubahan Wujud Benda,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI406,4,IP001,Bab 7: Gaya,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI407,4,IP001,Bab 8: Energi,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI408,4,IP001,Bab 9: Perubahan Kenampakan Bumi dan Benda Langit,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI409,4,IP001,Bab 10: Perubahan Lingkungan Fisik,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI410,4,IP001,Bab 11: Sumber Daya Alam,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI500,5,IP001,Bab 1: Ciri-ciri Mahluk Hidup,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI501,5,IP001,Bab 2: Organ Tubuh Manusia dan Hewan,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI502,5,IP001,Bab 3: Tumbuhan Hijau,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI503,5,IP001,Bab 4: Penyesuaian Mahluk Hidup Dengan Lingkungannya,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI504,5,IP001,Bab 5: Bahan Penyusun Benda dan Sifatnya,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI505,5,IP001,Bab 6: Perubahan Sifat Benda,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI506,5,IP001,Bab 7: Gaya,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI507,5,IP001,Bab 8: Pesawat Sederhana,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI508,5,IP001,Bab 9: Cahaya,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI509,5,IP001,Bab 10: Bumi dan Alam Semesta,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI600,6,IP001,Bab 1: Perkembangbiakan Mahluk Hidup,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI601,6,IP001,Bab 2: Keseimbangan Ekosistem ,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI602,6,IP001,Bab 3: Pelestarian Mahluk Hidup,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI603,6,IP001,"Bab 4: Hubungan Suhu, Sifat, Hantaran, dan Kegunaan Benda","Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI604,6,IP001,Bab 5: Perubahan pada Benda,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI605,6,IP001,Bab 6: Energi dan Perubahannya,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI606,6,IP001,Bab 7: Penghematan Energi,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BI607,6,IP001,Bab 8: Tata Surya,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE100,1,EN001,Bab 1: My Self,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE101,1,EN001,Bab 2: My Hobby,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE102,1,EN001,Bab 3: My Activites,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE103,1,EN001,Bab 4: Family,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE104,1,EN001,Bab 5: Experiences,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE105,1,EN001,Bab 6: Environmnet,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE106,1,EN001,Bab 7: Animal and Plant Objects,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE107,1,EN001,Bab 8: Natural Events,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE200,2,EN001,Bab 1: Live in Harmony,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE201,2,EN001,Bab 2: Play In My Environment,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE202,2,EN001,Bab 3: My Activity,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE203,2,EN001,Bab 4: Clean and Healthy Life,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE204,2,EN001,Bab 5: Experiences,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE205,2,EN001,Bab 6: Vegetales and Animals,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
